employee_id,department,job_level,employment_type,work_mode,age,tenure_years,annual_salary_usd,workload_score,overtime_hours_month,manager_support_score,promotion_wait_years,promotion_count,training_hours_year,satisfaction_score,engagement_score,performance_score,absenteeism_days_year,attrition
EMP-01285,Operations,Entry,Full-time,On-site,36,3.5,54500,4.4,3.4,7.8,0.1,1,43.8,9.1,8.4,7.7,9.9,0
EMP-01286,Customer Success,Mid,Full-time,On-site,33,4.3,70900,7.8,18.1,6.7,0.1,1,25.0,5.8,5.9,7.1,2.5,0
EMP-01287,Marketing,Mid,Part-time,Remote,23,5.8,53200,7.3,13.7,8.6,1.1,2,20.8,8.1,8.4,6.8,0.0,0
EMP-01288,Sales,Mid,Full-time,Hybrid,34,6.7,68600,6.7,0.7,5.5,4.3,1,32.5,6.9,4.9,5.5,6.3,0
EMP-01289,Marketing,Mid,Full-time,On-site,33,3.5,49700,8.3,11.6,7.1,0.1,1,29.6,7.6,6.4,9.2,7.1,1
EMP-01290,Sales,Entry,Part-time,Hybrid,36,3.5,49600,9.2,10.3,7.2,0.7,2,10.0,6.1,5.5,8.2,7.1,1
EMP-01291,Sales,Senior,Full-time,Hybrid,25,4.6,90900,5.6,5.2,6.0,5.0,1,17.4,7.3,5.4,6.9,1.8,1
EMP-01292,Sales,Entry,Full-time,Hybrid,27,2.5,42600,5.8,8.0,8.2,0.1,0,44.3,6.3,6.8,5.8,5.2,0
EMP-01293,Customer Success,Mid,Full-time,On-site,37,2.1,51600,7.3,13.7,7.9,0.1,0,29.5,6.5,6.5,5.5,1.3,0
EMP-01294,Engineering,Mid,Full-time,On-site,23,4.4,79800,7.1,9.3,8.8,2.8,1,36.7,7.9,7.9,8.2,0.5,1
EMP-01295,Finance,Mid,Full-time,On-site,30,1.9,56700,6.4,12.3,6.4,0.1,0,47.1,5.1,5.6,7.6,7.6,0
EMP-01296,Marketing,Entry,Full-time,Hybrid,25,1.0,54500,3.5,0.0,6.1,0.1,0,31.7,8.8,7.2,8.4,0.0,0
EMP-01297,Sales,Senior,Full-time,Remote,26,7.6,94100,6.2,5.3,7.1,5.4,2,17.1,6.8,7.1,4.4,2.7,0
EMP-01298,Operations,Entry,Full-time,Hybrid,29,0.9,36000,6.5,17.2,4.4,0.1,0,24.0,5.9,3.9,6.3,12.5,0
EMP-01299,Marketing,Senior,Part-time,Hybrid,48,9.1,69800,2.7,0.0,6.0,5.9,3,17.4,6.1,6.2,6.9,0.0,0
EMP-01300,HR,Mid,Full-time,Hybrid,34,6.1,72400,6.0,6.2,9.3,1.4,1,14.9,5.8,6.4,4.7,6.4,0
EMP-01301,Operations,Entry,Full-time,On-site,23,2.0,40900,5.9,1.2,6.4,1.3,0,19.0,7.5,6.4,4.7,6.2,0
EMP-01302,HR,Entry,Full-time,On-site,23,1.5,40600,5.4,8.6,8.6,0.1,0,27.7,6.6,8.4,7.6,5.4,0
EMP-01303,HR,Mid,Full-time,Hybrid,30,5.0,71100,3.1,0.0,5.4,0.8,1,45.6,6.9,7.7,7.3,0.0,0
EMP-01304,HR,Senior,Full-time,On-site,32,6.6,80300,3.5,0.0,8.7,2.4,1,8.7,8.0,7.0,7.9,3.2,0
EMP-01305,HR,Mid,Part-time,On-site,27,3.4,66300,4.7,3.7,7.3,0.1,0,29.8,7.8,7.1,7.1,6.4,0
EMP-01306,HR,Mid,Full-time,On-site,32,3.3,83100,5.6,13.6,9.5,0.1,0,19.9,7.5,5.5,5.7,1.4,0
EMP-01307,Sales,Senior,Full-time,On-site,34,4.3,86800,7.3,7.2,7.2,1.4,2,38.5,6.0,6.0,8.5,9.5,0
EMP-01308,Engineering,Entry,Full-time,Remote,27,1.3,66900,4.9,9.0,9.9,0.1,0,34.1,6.2,7.9,8.0,6.2,0
EMP-01309,HR,Senior,Full-time,Hybrid,34,8.4,85400,7.4,9.4,9.2,4.7,2,16.2,6.1,5.1,9.4,10.8,0
EMP-01310,Sales,Entry,Full-time,On-site,27,3.8,53500,3.2,0.0,8.7,2.8,2,25.2,7.1,10.0,8.0,0.0,0
EMP-01311,Operations,Senior,Full-time,On-site,32,7.0,76500,8.4,7.9,4.7,4.3,2,40.4,7.3,6.0,8.0,7.7,0
EMP-01312,HR,Mid,Full-time,Remote,30,4.9,76600,5.5,0.0,6.1,1.6,1,32.1,7.1,4.1,7.8,10.7,0
EMP-01313,Finance,Mid,Full-time,On-site,37,2.5,58100,6.3,12.8,7.6,0.1,1,23.9,6.5,4.7,6.3,0.0,0
EMP-01314,Sales,Senior,Full-time,Remote,30,4.7,111400,7.9,18.1,7.1,3.2,1,40.4,5.6,6.0,7.5,8.8,0
EMP-01315,Marketing,Mid,Full-time,On-site,27,3.0,74100,4.9,13.1,8.3,0.2,0,25.6,7.9,6.5,7.8,0.0,0
EMP-01316,Operations,Senior,Full-time,Hybrid,25,2.0,87700,7.2,8.8,4.6,0.1,1,24.3,7.3,5.2,4.9,5.7,0
EMP-01317,Engineering,Mid,Full-time,Remote,22,2.3,73200,6.7,5.3,8.1,1.6,1,31.4,6.6,6.5,8.5,3.5,0
EMP-01318,Operations,Mid,Full-time,Remote,31,5.7,49900,6.3,4.3,6.0,4.3,2,13.9,7.2,7.5,6.8,8.4,0
EMP-01319,Marketing,Mid,Full-time,On-site,41,7.9,74500,5.8,18.7,6.4,2.8,3,16.2,6.9,6.4,7.3,4.9,0
EMP-01320,HR,Entry,Full-time,On-site,26,0.2,44800,4.2,0.0,7.8,0.1,1,21.0,8.0,8.1,8.7,6.3,0
EMP-01321,Sales,Entry,Full-time,On-site,33,4.5,44600,5.7,7.9,8.0,0.1,1,41.8,6.4,6.5,7.7,6.4,0
EMP-01322,HR,Entry,Full-time,On-site,32,2.0,35500,6.5,14.0,5.0,0.1,0,30.5,6.7,6.9,6.2,10.5,0
EMP-01323,Engineering,Mid,Full-time,Hybrid,31,4.4,86100,6.5,0.0,5.7,2.4,1,34.5,7.0,7.6,7.2,5.3,0
EMP-01324,Marketing,Senior,Full-time,On-site,31,4.6,74500,5.5,0.0,5.6,3.2,1,26.6,6.6,4.3,5.9,5.2,0
EMP-01325,HR,Mid,Full-time,Hybrid,28,2.7,54500,5.9,0.0,4.6,1.3,1,19.0,6.5,6.5,5.8,5.1,0
EMP-01326,Finance,Senior,Full-time,Hybrid,44,5.2,106700,5.1,0.0,6.0,0.5,1,24.0,7.4,7.4,5.5,7.8,0
EMP-01327,Engineering,Entry,Full-time,Hybrid,29,2.2,30000,5.2,10.9,7.1,0.1,1,37.5,5.9,6.7,6.4,2.9,0
EMP-01328,HR,Mid,Part-time,On-site,37,7.0,57800,6.9,18.0,6.9,4.7,2,13.0,7.5,6.4,7.8,5.7,0
EMP-01329,Finance,Senior,Full-time,Hybrid,34,5.6,96900,4.6,7.3,5.6,0.8,1,37.7,6.7,7.5,8.1,10.0,0
EMP-01330,Sales,Mid,Full-time,On-site,33,4.3,72800,7.2,3.5,6.4,0.5,1,17.8,7.7,6.7,7.0,7.7,0
EMP-01331,HR,Senior,Full-time,On-site,37,8.2,68400,4.9,8.6,4.0,3.6,2,34.8,5.3,4.7,7.6,9.3,1
EMP-01332,Operations,Entry,Full-time,Hybrid,29,2.3,44900,9.7,16.6,6.3,0.1,0,24.6,5.2,7.1,7.4,11.4,0
EMP-01333,HR,Mid,Full-time,On-site,40,5.8,64100,6.4,6.4,7.4,6.2,2,21.5,5.7,4.1,7.3,6.1,0
EMP-01334,Marketing,Senior,Full-time,Remote,34,5.0,95400,4.5,0.8,6.1,1.7,1,16.2,7.3,7.8,9.2,0.0,0
EMP-01335,Engineering,Mid,Full-time,On-site,32,2.3,87300,7.7,13.9,6.3,0.1,0,13.6,4.9,6.5,7.2,9.5,0
EMP-01336,Finance,Senior,Full-time,Hybrid,34,5.6,85600,5.3,4.1,7.2,0.3,2,38.8,7.2,6.6,8.5,5.6,0
EMP-01337,Customer Success,Entry,Full-time,Remote,21,1.2,47300,7.2,7.2,8.8,0.1,1,31.1,6.7,6.0,6.3,2.0,1
EMP-01338,Customer Success,Mid,Full-time,Remote,40,6.7,81400,9.3,22.8,8.9,6.0,1,23.7,6.0,6.5,6.3,3.7,0
EMP-01339,Engineering,Mid,Full-time,Hybrid,41,5.7,67700,6.4,13.3,5.4,2.8,1,10.8,4.7,4.9,8.1,3.5,0
EMP-01340,Sales,Mid,Full-time,Hybrid,35,9.0,77300,5.7,3.7,5.2,8.5,3,29.1,6.2,4.5,5.0,7.0,0
EMP-01341,Sales,Mid,Full-time,Remote,31,5.6,81400,6.2,0.0,6.5,1.0,1,30.7,6.2,6.0,7.4,5.6,0
EMP-01342,Engineering,Entry,Full-time,On-site,25,0.2,48000,5.3,10.7,6.0,0.1,1,31.7,7.3,6.3,4.7,6.6,1
EMP-01343,Sales,Entry,Part-time,Hybrid,24,0.6,51900,6.0,4.0,5.9,0.1,0,30.2,5.8,5.5,5.8,0.3,0
EMP-01344,Customer Success,Senior,Full-time,Remote,30,6.1,84600,3.7,5.1,6.6,3.0,1,41.5,6.5,7.4,9.0,1.1,0
EMP-01345,Marketing,Entry,Full-time,Hybrid,25,0.2,46700,5.1,6.4,7.5,0.1,0,50.2,6.6,5.1,7.1,1.0,0
EMP-01346,Customer Success,Mid,Full-time,On-site,31,5.0,85000,5.9,4.6,5.6,1.5,1,17.0,7.5,5.9,5.8,4.3,0
EMP-01347,Customer Success,Mid,Full-time,Hybrid,38,5.3,68000,6.2,18.6,6.5,2.1,2,43.9,5.0,6.8,7.1,2.0,0
EMP-01348,Engineering,Senior,Full-time,On-site,40,6.5,91600,5.0,14.4,6.6,6.9,1,24.6,5.8,5.5,6.9,5.8,1
EMP-01349,Sales,Mid,Part-time,Remote,39,6.5,75900,4.8,8.4,7.1,7.1,1,25.0,6.7,6.9,6.3,0.0,0
EMP-01350,Sales,Mid,Full-time,On-site,35,2.9,70700,6.1,6.7,10.0,0.1,1,32.9,7.4,8.8,7.5,1.5,0
EMP-01351,Engineering,Manager,Full-time,On-site,33,6.7,137700,5.3,3.7,8.5,5.0,1,33.5,8.4,8.9,7.7,5.9,0
EMP-01352,Sales,Mid,Full-time,Hybrid,35,5.2,71300,6.8,15.3,6.7,3.2,2,20.9,5.3,6.5,7.4,2.6,0
EMP-01353,Customer Success,Manager,Full-time,Hybrid,37,8.7,105600,9.2,29.9,5.7,5.9,2,2.6,4.8,4.3,6.6,8.9,1
EMP-01354,Sales,Entry,Full-time,On-site,30,4.4,40200,7.1,0.0,8.1,2.8,1,40.5,5.5,7.2,7.3,1.6,0
EMP-01355,Sales,Mid,Full-time,Hybrid,41,7.2,55300,8.1,18.0,5.9,6.1,3,14.0,3.6,5.7,6.2,1.3,1
EMP-01356,Operations,Mid,Full-time,On-site,40,6.6,47500,8.1,20.7,4.3,1.2,1,53.1,4.7,5.9,9.2,12.9,1
EMP-01357,Sales,Senior,Full-time,Hybrid,38,6.6,91100,6.6,17.4,6.5,3.1,1,21.4,4.6,5.7,5.1,5.1,0
EMP-01358,Customer Success,Senior,Full-time,On-site,33,5.7,88200,5.5,3.0,5.6,2.7,1,33.8,5.7,8.2,8.3,2.2,0
EMP-01359,Operations,Entry,Full-time,Hybrid,22,0.2,39000,5.6,7.9,8.5,0.1,0,39.0,7.3,6.9,6.8,2.1,0
EMP-01360,Operations,Entry,Full-time,Hybrid,21,1.3,39900,6.0,6.8,7.9,0.1,1,30.7,4.6,6.4,6.6,4.4,0
EMP-01361,Marketing,Mid,Full-time,Hybrid,29,3.6,73900,4.1,1.5,6.6,0.4,1,14.0,7.0,6.1,8.2,6.6,0
EMP-01362,Finance,Entry,Full-time,On-site,25,3.3,57400,5.3,1.1,7.2,0.1,0,41.0,7.4,6.6,6.7,0.0,0
EMP-01363,Engineering,Entry,Full-time,Remote,33,4.0,56400,4.4,0.0,7.8,1.9,1,27.0,6.9,8.5,6.8,4.6,0
EMP-01364,Operations,Mid,Full-time,Hybrid,29,2.8,63500,6.6,0.0,5.4,0.1,0,0.0,8.0,8.6,8.3,6.4,0
EMP-01365,Finance,Senior,Full-time,Hybrid,40,8.1,92900,7.6,1.7,6.2,3.4,3,24.8,6.0,4.2,8.1,6.6,0
EMP-01366,HR,Entry,Full-time,Hybrid,30,1.5,32900,4.6,0.0,6.0,0.1,1,25.3,7.6,7.2,6.9,8.5,0
EMP-01367,Engineering,Mid,Full-time,Hybrid,39,5.6,75500,4.8,5.6,7.0,5.0,1,24.1,5.5,7.1,8.0,0.0,0
EMP-01368,Engineering,Mid,Full-time,On-site,24,2.8,62300,6.7,11.3,7.0,1.3,0,26.1,8.5,6.6,5.3,8.0,0
EMP-01369,HR,Senior,Full-time,Hybrid,40,7.0,89800,6.1,11.9,7.0,1.4,2,22.9,5.4,6.7,7.7,7.8,0
EMP-01370,Sales,Senior,Full-time,Hybrid,39,10.4,82600,8.3,13.1,8.3,2.9,2,45.1,6.3,5.1,8.0,10.9,0
EMP-01371,HR,Mid,Full-time,On-site,29,2.9,65200,5.8,2.1,4.9,0.1,0,0.6,5.2,5.0,7.5,5.7,0
EMP-01372,Operations,Senior,Part-time,On-site,44,5.1,82600,7.6,10.0,4.7,3.4,1,47.6,5.5,4.3,7.1,9.8,0
EMP-01373,Sales,Entry,Full-time,On-site,29,2.2,30700,5.6,0.4,6.8,0.1,1,25.6,5.3,6.0,9.5,7.7,0
EMP-01374,Finance,Mid,Full-time,On-site,24,3.7,72600,8.0,12.8,7.8,0.5,1,15.0,6.8,6.8,9.0,4.7,0
EMP-01375,Sales,Mid,Full-time,Hybrid,36,5.3,73000,6.7,8.1,8.7,4.1,1,18.0,7.8,7.4,8.4,1.6,0
EMP-01376,Operations,Entry,Full-time,On-site,31,2.6,42200,7.6,10.2,7.0,0.1,1,45.8,6.4,6.4,6.7,8.8,0
EMP-01377,Marketing,Mid,Full-time,Hybrid,30,4.7,63200,7.4,8.4,6.8,1.1,2,16.7,6.0,5.5,7.5,9.8,0
EMP-01378,Marketing,Manager,Full-time,On-site,34,4.7,103600,4.6,7.8,9.4,2.8,2,26.0,7.4,8.8,6.1,6.0,0
EMP-01379,Sales,Mid,Full-time,Hybrid,37,4.1,63300,6.1,8.5,6.5,1.5,1,25.5,6.8,8.1,7.2,2.1,0
EMP-01380,Engineering,Entry,Full-time,Remote,29,4.4,60100,5.4,0.0,5.9,3.5,1,20.8,5.4,7.1,5.6,6.1,0
EMP-01381,Customer Success,Senior,Full-time,Hybrid,44,8.6,82100,8.0,13.8,4.7,7.2,3,18.2,4.5,6.1,5.1,11.2,1
EMP-01382,Marketing,Mid,Full-time,Hybrid,34,4.1,70400,6.0,13.0,5.0,2.3,1,16.4,5.1,6.2,6.8,0.0,0
EMP-01383,HR,Mid,Full-time,On-site,35,8.3,56700,6.0,4.8,7.2,6.8,2,29.3,6.6,6.2,5.9,11.5,0
EMP-01384,Sales,Senior,Full-time,Hybrid,31,5.7,94400,5.9,1.3,6.5,2.1,1,16.8,6.6,7.8,5.8,0.0,0
EMP-01385,Customer Success,Entry,Full-time,Remote,22,0.2,48100,5.7,11.4,8.1,0.1,0,36.2,7.3,7.0,7.3,7.6,0
EMP-01386,Operations,Entry,Full-time,On-site,29,0.2,49900,7.2,20.0,5.4,0.1,0,25.8,4.6,3.9,5.4,11.6,0
EMP-01387,Sales,Senior,Full-time,On-site,36,5.6,108000,5.9,11.2,8.6,2.9,1,39.3,5.6,5.0,8.2,7.9,0
EMP-01388,Marketing,Mid,Full-time,On-site,37,5.8,66100,6.9,7.9,8.4,4.1,1,3.5,8.8,7.7,8.9,0.1,0
EMP-01389,Operations,Mid,Full-time,On-site,38,6.6,86300,6.5,7.7,8.8,5.3,2,22.3,7.2,7.9,9.3,6.0,0
EMP-01390,Finance,Senior,Full-time,On-site,39,5.2,77900,6.8,17.0,5.9,1.3,1,17.7,3.7,6.5,5.4,4.6,0
EMP-01391,Engineering,Entry,Full-time,Hybrid,33,2.4,34100,3.9,0.0,8.4,0.1,0,29.7,8.8,9.1,8.6,3.8,0
EMP-01392,Marketing,Senior,Full-time,Hybrid,42,8.0,88400,6.6,5.0,8.3,5.2,2,43.4,7.2,6.5,9.7,8.3,0
EMP-01393,Engineering,Senior,Full-time,Hybrid,34,4.9,107800,6.0,9.2,4.3,3.7,1,21.9,6.2,5.8,6.1,10.7,0
EMP-01394,Sales,Senior,Full-time,Hybrid,32,4.5,90900,5.7,17.5,8.5,0.5,1,35.2,5.1,6.1,8.5,3.9,0
EMP-01395,Operations,Entry,Full-time,Hybrid,29,1.5,61700,8.5,12.8,5.4,0.2,0,22.9,5.3,5.5,8.7,8.1,0
EMP-01396,Marketing,Entry,Full-time,On-site,23,1.5,55800,8.3,16.3,6.8,0.1,0,38.8,5.0,5.5,6.4,10.4,0
EMP-01397,Engineering,Mid,Full-time,On-site,35,5.6,68400,5.4,0.0,4.3,3.1,2,8.1,5.3,5.7,7.0,3.6,0
EMP-01398,Marketing,Manager,Full-time,Hybrid,30,7.3,101500,6.5,21.3,6.3,2.0,2,25.3,5.3,4.2,6.9,5.6,1
EMP-01399,Finance,Entry,Full-time,On-site,31,3.0,62600,6.0,0.0,8.5,0.1,0,45.2,9.1,6.9,7.6,5.5,0
EMP-01400,Operations,Entry,Full-time,On-site,23,0.2,42500,7.5,5.4,4.9,0.1,0,39.0,6.0,3.9,6.2,5.0,0
EMP-01401,Marketing,Entry,Full-time,On-site,25,1.3,38400,4.6,2.8,6.2,0.1,0,10.6,6.3,5.9,6.3,0.6,0
EMP-01402,Operations,Mid,Full-time,Hybrid,34,5.0,55400,6.0,2.9,7.5,2.1,1,29.4,7.1,6.5,5.5,3.1,0
EMP-01403,Marketing,Entry,Part-time,On-site,35,0.2,36100,4.6,2.0,5.3,0.1,0,43.2,7.3,7.3,5.8,0.6,0
EMP-01404,Engineering,Mid,Full-time,On-site,28,0.4,60500,6.3,7.9,5.8,0.1,1,15.4,7.6,6.4,6.5,4.4,0
EMP-01405,Customer Success,Mid,Full-time,On-site,29,2.5,73100,7.1,18.1,8.4,0.1,1,19.1,3.9,5.1,7.2,10.2,0
EMP-01406,Engineering,Mid,Full-time,Hybrid,32,4.5,76100,4.0,0.0,8.3,0.8,1,19.8,8.2,8.0,7.2,6.8,0
EMP-01407,Sales,Entry,Part-time,Remote,26,2.3,55400,3.3,0.0,5.7,0.3,0,38.4,6.4,5.3,6.7,8.4,0
EMP-01408,Sales,Entry,Full-time,Hybrid,21,1.6,47000,5.0,0.0,6.5,0.1,0,34.2,5.3,7.7,8.3,8.3,0
EMP-01409,Customer Success,Mid,Full-time,Hybrid,31,6.9,71700,8.7,10.0,6.4,4.4,1,27.3,5.4,5.5,7.4,9.4,1
EMP-01410,Sales,Entry,Part-time,On-site,33,4.5,36600,7.9,16.5,7.6,0.8,1,38.8,5.4,5.8,5.4,6.6,1
EMP-01411,Sales,Entry,Full-time,Hybrid,36,1.7,50500,8.5,12.8,6.8,0.1,0,31.0,6.8,5.9,5.5,7.8,0
EMP-01412,Operations,Mid,Full-time,On-site,29,4.2,60300,7.6,19.8,7.5,1.5,2,22.6,5.9,5.0,6.6,4.3,0
EMP-01413,Engineering,Mid,Full-time,On-site,27,0.5,62800,6.4,16.7,8.2,0.1,0,17.1,5.1,7.0,5.8,6.1,0
EMP-01414,Customer Success,Senior,Full-time,On-site,32,6.5,83900,5.6,6.3,5.5,5.2,1,37.3,5.0,6.8,7.8,8.1,0
EMP-01415,Marketing,Mid,Full-time,On-site,28,4.9,64200,4.7,11.4,6.3,1.9,2,29.4,6.3,6.2,6.1,3.7,0
EMP-01416,Engineering,Mid,Full-time,Remote,32,6.0,52700,5.0,4.9,6.2,3.6,2,30.1,6.3,7.7,8.1,4.7,0
EMP-01417,Customer Success,Senior,Full-time,Hybrid,30,4.4,100400,7.4,9.1,5.8,1.0,1,7.9,6.0,6.8,6.9,10.2,0
EMP-01418,Sales,Entry,Full-time,Hybrid,33,5.0,56300,5.8,11.7,6.1,0.5,1,22.6,8.5,6.7,6.7,7.2,0
EMP-01419,Operations,Entry,Full-time,On-site,36,4.5,40600,6.9,20.6,6.8,3.4,1,57.2,4.6,4.9,6.8,13.8,1
EMP-01420,Engineering,Mid,Full-time,Remote,39,4.9,67500,4.2,7.5,7.5,0.1,2,33.6,6.7,6.2,6.2,0.0,0
EMP-01421,Engineering,Entry,Full-time,On-site,27,1.8,64600,4.1,1.9,8.0,2.0,1,28.6,8.3,7.9,7.5,11.2,0
EMP-01422,Customer Success,Entry,Full-time,On-site,21,1.0,53800,6.2,6.2,9.1,0.2,0,17.6,7.0,6.5,8.4,4.9,0
EMP-01423,Marketing,Entry,Full-time,Hybrid,30,3.7,35800,6.2,8.4,8.4,0.4,1,26.8,7.7,7.7,6.4,7.4,0
EMP-01424,Operations,Senior,Full-time,On-site,34,8.2,72200,8.3,6.7,6.6,6.5,2,26.9,6.2,5.6,6.4,3.2,1
EMP-01425,Customer Success,Mid,Full-time,Remote,28,4.1,75600,5.3,9.8,10.0,0.1,2,28.1,8.0,7.3,6.2,4.6,0
EMP-01426,HR,Entry,Full-time,On-site,30,0.8,50800,5.4,8.2,5.7,0.1,0,36.2,6.5,6.7,6.0,9.7,0
EMP-01427,Marketing,Mid,Full-time,Hybrid,38,3.6,73900,8.1,17.1,5.7,0.1,1,28.8,6.2,5.9,4.5,10.2,0
EMP-01428,HR,Entry,Full-time,Hybrid,34,4.3,32800,5.2,3.1,4.3,0.1,1,42.3,5.8,5.9,4.7,9.2,0
EMP-01429,Operations,Entry,Full-time,Hybrid,31,3.4,40500,7.7,20.2,3.1,2.2,1,26.2,4.9,3.2,6.6,6.0,1
EMP-01430,Operations,Mid,Full-time,Hybrid,29,5.4,77300,7.5,27.0,7.5,2.3,1,16.2,4.1,7.0,7.7,9.8,1
EMP-01431,Engineering,Mid,Full-time,Hybrid,21,3.4,76700,8.4,17.3,5.1,0.1,0,26.8,6.1,3.8,5.0,9.8,0
EMP-01432,Operations,Entry,Full-time,Hybrid,21,1.2,38800,5.2,14.5,5.7,0.1,0,25.7,6.8,5.6,5.4,11.1,0
EMP-01433,Marketing,Mid,Part-time,On-site,27,5.0,69200,7.4,14.7,7.9,3.2,2,33.0,5.1,7.4,7.3,4.5,0
EMP-01434,Engineering,Mid,Full-time,On-site,37,3.7,72500,5.5,4.2,9.4,0.1,2,23.4,5.5,7.3,7.5,12.0,0
EMP-01435,Engineering,Senior,Full-time,Hybrid,42,6.3,107500,8.1,16.0,6.9,5.9,2,11.5,6.9,4.0,6.0,5.7,0
EMP-01436,Engineering,Entry,Full-time,Hybrid,27,0.2,30000,5.9,5.2,6.6,0.1,1,22.6,7.2,5.9,6.5,1.7,0
EMP-01437,Customer Success,Mid,Full-time,Remote,34,1.5,75000,7.1,16.6,5.6,0.1,0,18.7,6.9,6.6,6.3,7.2,0
EMP-01438,Engineering,Entry,Full-time,On-site,32,3.3,65200,6.2,0.0,8.9,0.1,0,30.3,7.0,6.9,8.1,7.5,0
EMP-01439,Customer Success,Senior,Full-time,Hybrid,38,7.4,86000,8.1,11.4,7.0,1.2,2,17.7,7.3,7.4,6.8,5.8,0
EMP-01440,Engineering,Entry,Full-time,On-site,36,4.9,48700,6.7,1.9,8.2,3.2,1,16.5,6.1,5.7,8.0,8.1,0
EMP-01441,Engineering,Senior,Full-time,Hybrid,39,5.4,110100,5.5,1.3,8.8,5.4,1,25.1,7.0,6.8,6.6,0.4,0
EMP-01442,Engineering,Senior,Full-time,On-site,29,4.9,99300,7.1,14.1,6.4,3.2,1,13.1,5.5,5.3,5.3,10.6,1
EMP-01443,Engineering,Senior,Full-time,Hybrid,32,5.9,97400,6.8,7.3,7.1,1.1,2,15.0,6.4,6.2,6.8,10.6,0
EMP-01444,HR,Mid,Full-time,On-site,29,3.9,57100,4.8,8.7,7.2,1.8,1,21.0,6.9,4.9,7.2,4.2,0
EMP-01445,Marketing,Mid,Full-time,Remote,39,5.0,41800,4.4,11.0,4.0,1.8,1,15.2,5.0,6.5,5.7,6.1,0
EMP-01446,Finance,Senior,Full-time,On-site,30,7.1,78600,5.9,0.0,9.2,0.1,3,28.0,7.9,7.1,8.4,7.0,0
EMP-01447,HR,Mid,Full-time,Hybrid,21,1.2,52500,5.3,7.3,7.3,0.1,0,41.8,5.8,5.3,5.6,6.8,0
EMP-01448,Finance,Entry,Full-time,On-site,24,2.2,46000,5.6,4.8,6.2,0.1,0,18.2,5.7,6.0,6.6,6.4,1
EMP-01449,HR,Mid,Full-time,Remote,41,5.6,61700,6.1,12.3,6.7,2.8,2,23.8,7.6,7.1,5.9,9.0,0
EMP-01450,Marketing,Mid,Full-time,Remote,27,4.4,50900,8.3,10.7,6.0,0.8,1,28.0,8.2,7.5,6.1,9.7,1
EMP-01451,Customer Success,Mid,Full-time,Hybrid,31,5.0,60400,4.8,10.5,8.5,3.0,2,29.3,7.7,5.9,7.8,1.8,0
EMP-01452,Marketing,Mid,Full-time,Hybrid,29,5.4,71400,5.6,0.0,5.5,3.1,1,29.3,7.3,6.3,7.6,1.5,0
EMP-01453,Customer Success,Mid,Full-time,On-site,30,3.7,59600,7.1,20.7,6.8,0.1,2,37.2,4.7,6.4,6.8,7.0,0
EMP-01454,Engineering,Senior,Full-time,Remote,36,7.7,96000,8.5,27.5,5.2,4.4,2,24.8,3.5,2.5,6.3,11.7,0
EMP-01455,Engineering,Manager,Full-time,Remote,39,8.0,122700,7.9,4.5,8.3,4.2,2,1.4,5.6,5.5,6.4,4.7,0
EMP-01456,HR,Senior,Full-time,Hybrid,37,6.8,93600,8.1,14.1,7.4,3.2,2,33.8,6.3,8.0,9.4,7.8,1
EMP-01457,Sales,Mid,Full-time,On-site,44,7.4,65800,5.3,2.9,7.8,5.0,3,14.5,7.2,7.7,7.0,12.1,0
EMP-01458,Operations,Senior,Full-time,On-site,45,7.1,67500,6.8,16.9,6.5,3.8,2,9.9,5.2,5.8,4.8,6.6,0
EMP-01459,Customer Success,Entry,Full-time,Hybrid,30,0.2,50700,6.4,11.5,7.5,0.1,0,26.4,6.7,7.3,7.0,5.3,0
EMP-01460,Engineering,Mid,Full-time,On-site,27,2.7,70900,6.3,12.1,6.0,0.1,1,8.4,5.0,5.4,5.8,7.5,1
EMP-01461,Finance,Entry,Full-time,On-site,28,0.9,39200,2.6,0.0,6.2,0.1,0,19.9,9.1,8.3,7.3,3.9,0
EMP-01462,Engineering,Senior,Full-time,Hybrid,36,7.1,93400,9.9,15.0,7.3,4.8,2,37.2,6.4,4.8,5.4,12.6,0
EMP-01463,Marketing,Mid,Full-time,On-site,27,3.6,66000,2.4,1.7,6.8,0.1,1,29.0,10.0,7.7,8.1,2.2,0
EMP-01464,Customer Success,Mid,Full-time,Hybrid,40,6.0,61100,3.7,0.0,7.7,4.2,1,21.1,6.8,7.9,8.5,9.6,0
EMP-01465,Operations,Senior,Full-time,On-site,46,9.7,79800,7.6,17.5,7.4,7.1,2,23.3,7.0,7.6,6.0,6.0,0
EMP-01466,Engineering,Mid,Full-time,Hybrid,34,7.3,64800,5.6,9.6,6.0,6.9,3,10.6,7.2,7.5,6.2,8.6,1
EMP-01467,Engineering,Senior,Full-time,Hybrid,33,5.4,83700,7.0,5.6,4.3,1.6,1,40.2,4.9,6.3,7.4,3.5,0
EMP-01468,Engineering,Senior,Part-time,Remote,37,7.2,105900,7.6,21.1,6.5,2.8,2,23.4,6.7,4.6,8.8,4.8,1
EMP-01469,HR,Entry,Full-time,Hybrid,31,4.0,51400,5.1,2.3,8.4,0.1,1,28.3,8.5,7.2,8.8,1.8,0
EMP-01470,Sales,Mid,Full-time,Hybrid,34,5.6,70300,6.5,11.5,8.1,2.4,2,44.7,7.8,6.1,7.1,10.5,0
